;Series_reference;Period;Data_value;STATUS;UNITS;MAGNTUDE;Subject;Group;Series_title_1;Series_title_2;Series_title_3;Series_title_4;Series_title_5
1885;ALCA.SAFE;2004,06;80,628959;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1886;ALCA.SAFE;2005,06;85,59228;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1887;ALCA.SAFE;2006,06;89,491609;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1888;ALCA.SAFE;2007,06;95,985124;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1889;ALCA.SAFE;2008,06;87,231608;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1890;ALCA.SAFE;2009,06;96,716128;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1891;ALCA.SAFE;2010,06;97,456234746;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1892;ALCA.SAFE;2011,06;100,05295570700001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1893;ALCA.SAFE;2012,06;100,25982604;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1894;ALCA.SAFE;2013,06;105,37683451;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1895;ALCA.SAFE;2014,06;103,27716642;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1896;ALCA.SAFE;2015,06;107,01675241;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1897;ALCA.SAFE;2016,06;105,73427173;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1898;ALCA.SAFE;2017,06;107,90190184;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1899;ALCA.SAFE;2018,06;109,27722824;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1900;ALCA.SAFE;2019,06;109,04529298;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1901;ALCA.SAFED;1995,12;60,063411;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1902;ALCA.SAFED;1996,12;62,890993;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1903;ALCA.SAFED;1997,12;64,366457;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1904;ALCA.SAFED;1998,12;64,352744;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1905;ALCA.SAFED;1999,12;69,884357;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1906;ALCA.SAFED;2000,12;69,697296;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1907;ALCA.SAFED;2001,12;69,07099699999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1908;ALCA.SAFED;2002,12;76,606172;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1909;ALCA.SAFED;2003,12;77,830913;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1910;ALCA.SAFED;2004,12;82,73248199999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1911;ALCA.SAFED;2005,12;88,30779799999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1912;ALCA.SAFED;2006,12;92,83437099999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1913;ALCA.SAFED;2007,12;91,152822;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1914;ALCA.SAFED;2008,12;93,454444;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1915;ALCA.SAFED;2009,12;94,625792;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1916;ALCA.SAFED;2010,12;101,907679892;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1917;ALCA.SAFED;2011,12;97,296534471;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1918;ALCA.SAFED;2012,12;101,70645234;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1919;ALCA.SAFED;2013,12;105,5640757;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1920;ALCA.SAFED;2014,12;107,10835008;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1921;ALCA.SAFED;2015,12;103,40914858;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1922;ALCA.SAFED;2016,12;108,34542612;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1923;ALCA.SAFED;2017,12;110,06901823;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1924;ALCA.SAFED;2018,12;108,49646758;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1925;ALCA.SAFED;2019,12;107,84103105;PROVISIONAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1926;ALCA.SAFEM;1996,03;60,694739;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1927;ALCA.SAFEM;1997,03;62,949229;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1928;ALCA.SAFEM;1998,03;63,986626;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1929;ALCA.SAFEM;1999,03;65,358453;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1930;ALCA.SAFEM;2000,03;69,332674;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1931;ALCA.SAFEM;2001,03;67,975899;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1932;ALCA.SAFEM;2002,03;72,423661;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1933;ALCA.SAFEM;2003,03;76,973438;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1934;ALCA.SAFEM;2004,03;79,364261;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1935;ALCA.SAFEM;2005,03;83,986738;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1936;ALCA.SAFEM;2006,03;89,716373;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1937;ALCA.SAFEM;2007,03;94,240224;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1938;ALCA.SAFEM;2008,03;88,669467;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1939;ALCA.SAFEM;2009,03;94,86309200000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1940;ALCA.SAFEM;2010,03;97,723741746;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1941;ALCA.SAFEM;2011,03;99,64577746799999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1942;ALCA.SAFEM;2012,03;99,025575339;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1943;ALCA.SAFEM;2013,03;103,75324789;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1944;ALCA.SAFEM;2014,03;104,71490598;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1945;ALCA.SAFEM;2015,03;106,39872328;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1946;ALCA.SAFEM;2016,03;105,45879477;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1947;ALCA.SAFEM;2017,03;108,28985506;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1948;ALCA.SAFEM;2018,03;109,05863413;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1949;ALCA.SAFEM;2019,03;108,78460508;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1950;ALCA.SAFES;1995,09;60,67588000000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1951;ALCA.SAFES;1996,09;61,679798;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1952;ALCA.SAFES;1997,09;63,236964;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1953;ALCA.SAFES;1998,09;64,571988;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1954;ALCA.SAFES;1999,09;67,774276;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1955;ALCA.SAFES;2000,09;69,539541;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1956;ALCA.SAFES;2001,09;69,569974;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1957;ALCA.SAFES;2002,09;75,017664;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1958;ALCA.SAFES;2003,09;77,257856;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1959;ALCA.SAFES;2004,09;82,324294;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1960;ALCA.SAFES;2005,09;87,102651;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1961;ALCA.SAFES;2006,09;90,643112;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1962;ALCA.SAFES;2007,09;95,248276;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1963;ALCA.SAFES;2008,09;86,056092;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1964;ALCA.SAFES;2009,09;96,84320500000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1965;ALCA.SAFES;2010,09;98,402932596;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1966;ALCA.SAFES;2011,09;101,92744062700001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1967;ALCA.SAFES;2012,09;99,76733234;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1968;ALCA.SAFES;2013,09;105,65729087;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1969;ALCA.SAFES;2014,09;104,21544823;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1970;ALCA.SAFES;2015,09;106,48943113;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1971;ALCA.SAFES;2016,09;107,83992876;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1972;ALCA.SAFES;2017,09;106,96782997;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1973;ALCA.SAFES;2018,09;109,35148147;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1974;ALCA.SAFES;2019,09;108,79947583;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing not more than 14% alc.;;;;
1975;ALCA.SAFF;1995,06;3,699104;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1976;ALCA.SAFF;1996,06;3,272873;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1977;ALCA.SAFF;1997,06;3,122386;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1978;ALCA.SAFF;1998,06;2,959948;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1979;ALCA.SAFF;1999,06;2,460922;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1980;ALCA.SAFF;2000,06;2,2771689999999998;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1981;ALCA.SAFF;2001,06;1,978939;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1982;ALCA.SAFF;2002,06;1,8308689999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1983;ALCA.SAFF;2003,06;1,6205450000000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1984;ALCA.SAFF;2004,06;1,15432;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1985;ALCA.SAFF;2005,06;1,006858;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1986;ALCA.SAFF;2006,06;0,965816;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1987;ALCA.SAFF;2007,06;0,920753;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1988;ALCA.SAFF;2008,06;0,850979;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1989;ALCA.SAFF;2009,06;0,712657;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1990;ALCA.SAFF;2010,06;0,6724746302;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1991;ALCA.SAFF;2011,06;0,6468548524000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1992;ALCA.SAFF;2012,06;0,573083125;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1993;ALCA.SAFF;2013,06;0,42221981299999994;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1994;ALCA.SAFF;2014,06;0,35117785700000004;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1995;ALCA.SAFF;2015,06;0,569661188;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1996;ALCA.SAFF;2016,06;0,55894615;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1997;ALCA.SAFF;2017,06;0,55476555;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1998;ALCA.SAFF;2018,06;0,486988944;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
1999;ALCA.SAFF;2019,06;0,580085767;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2000;ALCA.SAFFD;1995,12;3,4816589999999996;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2001;ALCA.SAFFD;1996,12;3,1957419999999996;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2002;ALCA.SAFFD;1997,12;3,118588;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2003;ALCA.SAFFD;1998,12;2,580298;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2004;ALCA.SAFFD;1999,12;2,427479;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2005;ALCA.SAFFD;2000,12;2,1501069999999998;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2006;ALCA.SAFFD;2001,12;1,7959889999999998;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2007;ALCA.SAFFD;2002,12;1,7471310000000002;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2008;ALCA.SAFFD;2003,12;1,309764;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2009;ALCA.SAFFD;2004,12;1,0829879999999998;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2010;ALCA.SAFFD;2005,12;0,940026;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2011;ALCA.SAFFD;2006,12;0,908992;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2012;ALCA.SAFFD;2007,12;0,9594290000000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2013;ALCA.SAFFD;2008,12;0,765964;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2014;ALCA.SAFFD;2009,12;0,669301;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2015;ALCA.SAFFD;2010,12;0,7062735056;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2016;ALCA.SAFFD;2011,12;0,591649601;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2017;ALCA.SAFFD;2012,12;0,51174529;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2018;ALCA.SAFFD;2013,12;0,36226499;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2019;ALCA.SAFFD;2014,12;0,45970669799999997;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2020;ALCA.SAFFD;2015,12;0,562515461;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2021;ALCA.SAFFD;2016,12;0,552234359;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2022;ALCA.SAFFD;2017,12;0,500378002;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2023;ALCA.SAFFD;2018,12;0,579151293;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2024;ALCA.SAFFD;2019,12;0,42112189299999997;PROVISIONAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2025;ALCA.SAFFM;1996,03;3,464075;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2026;ALCA.SAFFM;1997,03;3,141563;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2027;ALCA.SAFFM;1998,03;3,044575;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2028;ALCA.SAFFM;1999,03;2,553534;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2029;ALCA.SAFFM;2000,03;2,3607709999999997;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2030;ALCA.SAFFM;2001,03;2,0950130000000002;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2031;ALCA.SAFFM;2002,03;1,8000080000000003;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2032;ALCA.SAFFM;2003,03;1,717456;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2033;ALCA.SAFFM;2004,03;1,2376129999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2034;ALCA.SAFFM;2005,03;1,037508;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2035;ALCA.SAFFM;2006,03;0,9924719999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2036;ALCA.SAFFM;2007,03;0,874149;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2037;ALCA.SAFFM;2008,03;0,909307;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2038;ALCA.SAFFM;2009,03;0,7388779999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2039;ALCA.SAFFM;2010,03;0,6753926302;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2040;ALCA.SAFFM;2011,03;0,6789351984;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2041;ALCA.SAFFM;2012,03;0,577746012;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2042;ALCA.SAFFM;2013,03;0,439780709;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2043;ALCA.SAFFM;2014,03;0,348615907;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2044;ALCA.SAFFM;2015,03;0,564177426;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2045;ALCA.SAFFM;2016,03;0,549433934;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2046;ALCA.SAFFM;2017,03;0,55194142;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2047;ALCA.SAFFM;2018,03;0,5103711639999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2048;ALCA.SAFFM;2019,03;0,570847452;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2049;ALCA.SAFFS;1995,09;3,584407;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2050;ALCA.SAFFS;1996,09;3,2302009999999997;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2051;ALCA.SAFFS;1997,09;3,1541259999999998;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2052;ALCA.SAFFS;1998,09;2,806772;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2053;ALCA.SAFFS;1999,09;2,401798;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
2054;ALCA.SAFFS;2000,09;2,206761;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total wine containing more than 14% alcohol;;;;
