;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;new_vaccinations_smoothed_per_million;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;death diff cases;%death;new death diff cases;%new death
123;123;21208;21208;DEU;Europe;Germany;2020-05-29;182922,0;726,0;458,857;8504,0;34,0;39,429;2183,258;8,665;5,477;101,499;0,406;0,471;0,79;722,0;8,617;;;;;;;;;;;55438,0;0,662;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046489760663014836;4,648976066301484;0,04683195592286502;4,683195592286502
124;124;21209;21209;DEU;Europe;Germany;2020-05-30;183189,0;267,0;457,571;8530,0;26,0;38,429;2186,445;3,187;5,461;101,809;0,31;0,459;0,78;711,0;8,486;;;;;;;;;;;56404,0;0,6729999999999999;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04656393124041292;4,656393124041292;0,09737827715355804;9,737827715355806
125;125;21210;21210;DEU;Europe;Germany;2020-05-31;183410,0;221,0;440,286;8540,0;10,0;36,714;2189,083;2,638;5,255;101,929;0,119;0,438;0,77;697,0;8,318999999999999;;;;;303,773;3,626;4244467,0;;50,66;;57370,0;0,685;0,011;90,9;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04656234665503517;4,656234665503517;0,045248868778280535;4,524886877828052
126;126;21211;21211;DEU;Europe;Germany;2020-06-01;183594,0;184,0;427,714;8555,0;15,0;35,143;2191,279;2,196;5,105;102,108;0,179;0,419;0,78;696,0;8,307;;;;;;;;;;;56056,0;0,669;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046597383356754576;4,659738335675458;0,08152173913043477;8,152173913043477
127;127;21212;21212;DEU;Europe;Germany;2020-06-02;183879,0;285,0;382,714;8563,0;8,0;27,286;2194,681;3,402;4,5680000000000005;102,203;0,095;0,326;0,79;691,0;8,247;;;;;;;;;;;54742,0;0,653;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046568667438913636;4,656866743891364;0,028070175438596492;2,8070175438596485
128;128;21213;21213;DEU;Europe;Germany;2020-06-03;184121,0;242,0;371,0;8602,0;39,0;24,857;2197,569;2,888;4,428;102,669;0,465;0,297;0,81;631,0;7,5310000000000015;;;;;;;;;;;53429,0;0,638;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04671927699719206;4,671927699719206;0,16115702479338842;16,115702479338847
129;129;21214;21214;DEU;Europe;Germany;2020-06-04;184472,0;351,0;325,143;8635,0;33,0;23,571;2201,758;4,189;3,881;103,063;0,394;0,281;0,84;595,0;7,102;;;;;;;;;;;52115,0;0,622;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04680927186781734;4,680927186781734;0,09401709401709404;9,401709401709404
130;130;21215;21215;DEU;Europe;Germany;2020-06-05;184924,0;452,0;286,0;8658,0;23,0;22,0;2207,153;5,395;3,414;103,337;0,275;0,263;0,86;584,0;6,97;;;;;;;;;;;50801,0;0,606;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0468192338474184;4,6819233847418396;0,05088495575221239;5,088495575221238
131;131;21216;21216;DEU;Europe;Germany;2020-06-06;185450,0;526,0;323,0;8673,0;15,0;20,429;2213,431;6,278;3,855;103,516;0,179;0,244;0,88;561,0;6,6960000000000015;;;;;;;;;;;49488,0;0,591;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04676732272849825;4,676732272849825;0,028517110266159693;2,8517110266159693
132;132;21217;21217;DEU;Europe;Germany;2020-06-07;185750,0;300,0;334,286;8685,0;12,0;20,714;2217,012;3,5810000000000004;3,99;103,659;0,14300000000000002;0,247;0,88;566,0;6,755;;;;;230,1;2,7460000000000004;4581684,0;;54,685;;48174,0;0,575;0,009000000000000001;111,1;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046756393001345896;4,6756393001345895;0,04;4,0
133;133;21218;21218;DEU;Europe;Germany;2020-06-08;186109,0;359,0;359,286;8695,0;10,0;20,0;2221,297;4,285;4,288;103,779;0,119;0,239;0,89;543,0;6,481;;;;;;;;;;;47969,0;0,573;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04671993294252293;4,671993294252293;0,027855153203342614;2,785515320334261
134;134;21219;21219;DEU;Europe;Germany;2020-06-09;186506,0;397,0;375,286;8736,0;41,0;24,714;2226,035;4,738;4,479;104,268;0,489;0,295;0,89;516,0;6,159;;;;;;;;;;;47765,0;0,57;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04684031612923981;4,684031612923982;0,10327455919395466;10,327455919395463
135;135;21220;21220;DEU;Europe;Germany;2020-06-10;186522,0;16,0;343,0;8752,0;16,0;21,429;2226,226;0,191;4,0939999999999985;104,459;0,191;0,256;0,9;483,0;5,765;;;;;;;;;;;47560,0;0,568;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04692207889685935;4,6922078896859345;1,0;100,0
136;136;21221;21221;DEU;Europe;Germany;2020-06-11;186691,0;169,0;317,0;8772,0;20,0;19,571;2228,243;2,017;3,784;104,698;0,239;0,234;0,93;452,0;5,395;;;;;;;;;;;47356,0;0,565;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04698673208671013;4,698673208671012;0,11834319526627216;11,834319526627214
137;137;21222;21222;DEU;Europe;Germany;2020-06-12;187226,0;535,0;328,857;8783,0;11,0;17,857;2234,629;6,385;3,925;104,829;0,131;0,213;0,97;450,0;5,371;;;;;;;;;;;47151,0;0,563;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046911219595568994;4,6911219595569005;0,0205607476635514;2,05607476635514
138;138;21223;21223;DEU;Europe;Germany;2020-06-13;187267,0;41,0;259,571;8793,0;10,0;17,143;2235,118;0,489;3,0980000000000003;104,949;0,119;0,205;0,98;441,0;5,2639999999999985;;;;;;;;;;;46947,0;0,56;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04695434860386507;4,695434860386507;0,24390243902439024;24,39024390243902
139;139;21224;21224;DEU;Europe;Germany;2020-06-14;187518,0;251,0;252,571;8801,0;8,0;16,570999999999998;2238,114;2,9960000000000004;3,015;105,044;0,095;0,198;1,03;438,0;5,228;;;;;278,54200000000003;3,325;4908880,0;;58,59;;46742,0;0,5579999999999999;0,009000000000000001;111,1;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046934160987211884;4,693416098721189;0,03187250996015936;3,187250996015936
140;140;21225;21225;DEU;Europe;Germany;2020-06-15;187682,0;164,0;224,71400000000003;8807,0;6,0;16,0;2240,071;1,957;2,682;105,116;0,07200000000000001;0,191;1,07;434,0;5,18;;;;;;;;;;;47859,0;0,5710000000000001;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04692511801877644;4,692511801877643;0,036585365853658534;3,6585365853658534
141;141;21226;21226;DEU;Europe;Germany;2020-06-16;188252,0;570,0;249,429;8820,0;13,0;12,0;2246,874;6,803;2,977;105,271;0,155;0,14300000000000002;1,13;421,0;5,025;;;;;;;;;;;48976,0;0,585;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046852091876845935;4,685209187684594;0,02280701754385965;2,280701754385965
142;142;21227;21227;DEU;Europe;Germany;2020-06-17;188604,0;352,0;297,4290000000001;8851,0;31,0;14,143;2251,076;4,2010000000000005;3,55;105,641;0,37;0,16899999999999998;1,17;407,0;4,8580000000000005;;;;;;;;;;;50094,0;0,598;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04692901529129817;4,692901529129816;0,08806818181818182;8,806818181818182
143;143;21228;21228;DEU;Europe;Germany;2020-06-18;189817,0;1213,0;446,571;8875,0;24,0;14,714;2265,553;14,478;5,33;105,927;0,28600000000000003;0,17600000000000002;1,21;394,0;4,703;;;;;;;;;;;51211,0;0,611;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046755559301853884;4,6755559301853875;0,01978565539983512;1,978565539983512
144;144;21229;21229;DEU;Europe;Germany;2020-06-19;190299,0;482,0;439,0;8887,0;12,0;14,857;2271,306;5,752999999999999;5,24;106,07;0,14300000000000002;0,177;1,18;374,0;4,464;;;;;;;;;;;52328,0;0,625;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04670019285440282;4,670019285440281;0,024896265560165973;2,489626556016597
145;145;21230;21230;DEU;Europe;Germany;2020-06-20;190670,0;371,0;486,143;8895,0;8,0;14,571;2275,734;4,428;5,8020000000000005;106,166;0,095;0,174;1,16;359,0;4,285;;;;;;;;;;;53445,0;0,638;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04665128232023917;4,665128232023917;0,0215633423180593;2,1563342318059298
146;146;21231;21231;DEU;Europe;Germany;2020-06-21;191272,0;602,0;536,286;8895,0;0,0;13,429;2282,919;7,185;6,401;106,166;0,0;0,16;1,14;350,0;4,177;;;;;252,303;3,011;5290813,0;;63,148;;54562,0;0,6509999999999999;0,014;71,4;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04650445438956042;4,650445438956042;0,0;0,0
147;147;21232;21232;DEU;Europe;Germany;2020-06-22;191768,0;496,0;583,714;8899,0;4,0;13,143;2288,839;5,92;6,9670000000000005;106,214;0,048;0,157;1,12;363,0;4,333;;;;;;;;;;;56249,0;0,6709999999999999;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04640503107922074;4,640503107922074;0,008064516129032258;0,8064516129032258
148;148;21233;21233;DEU;Europe;Germany;2020-06-23;192480,0;712,0;604,0;8914,0;15,0;13,429;2297,338;8,498;7,209;106,393;0,179;0,16;1,11;358,0;4,273;;;;;;;;;;;57937,0;0,6920000000000001;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046311305070656686;4,631130507065668;0,02106741573033708;2,106741573033708
149;149;21234;21234;DEU;Europe;Germany;2020-06-24;192871,0;391,0;609,571;8928,0;14,0;11,0;2302,004;4,667;7,276;106,56;0,16699999999999998;0,131;1,08;353,0;4,213;;;;;;;;;;;59625,0;0,7120000000000001;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04629000731058583;4,629000731058583;0,03580562659846547;3,5805626598465468
150;150;21235;21235;DEU;Europe;Germany;2020-06-25;193371,0;500,0;507,714;8940,0;12,0;9,286;2307,972;5,968;6,06;106,703;0,14300000000000002;0,111;1,06;358,0;4,273;;;;;;;;;;;61312,0;0,732;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0462323719689095;4,62323719689095;0,024;2,4
151;151;21236;21236;DEU;Europe;Germany;2020-06-26;194036,0;665,0;533,857;8965,0;25,0;11,143;2315,909;7,937;6,372000000000001;107,001;0,298;0,133;1,04;359,0;4,285;;;;;;;;;;;63000,0;0,752;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04620276649693871;4,620276649693871;0,03759398496240601;3,7593984962406015
152;152;21237;21237;DEU;Europe;Germany;2020-06-27;194458,0;422,0;541,143;8968,0;3,0;10,429;2320,946;5,037;6,459;107,037;0,036000000000000004;0,124;1,01;343,0;4,0939999999999985;;;;;;;;;;;64688,0;0,772;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04611792777874914;4,611792777874914;0,007109004739336493;0,7109004739336493
153;153;21238;21238;DEU;Europe;Germany;2020-06-28;194693,0;235,0;488,714;8968,0;0,0;10,429;2323,751;2,805;5,8329999999999975;107,037;0,0;0,124;0,99;335,0;3,998;;;;;220,008;2,6260000000000003;5755439,0;;68,694;;66375,0;0,792;0,008;125,0;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04606226212550015;4,6062262125500135;0,0;0,0
154;154;21239;21239;DEU;Europe;Germany;2020-06-29;195042,0;349,0;467,714;8976,0;8,0;11,0;2327,916;4,165;5,5820000000000025;107,133;0,095;0,131;0,98;329,0;3,927;;;;;;;;;;;67229,0;0,802;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04602085704617467;4,6020857046174655;0,022922636103151862;2,292263610315186
155;155;21240;21240;DEU;Europe;Germany;2020-06-30;195418,0;376,0;419,714;8990,0;14,0;10,857;2332,404;4,488;5,009;107,3;0,16699999999999998;0,13;0,98;333,0;3,975;;;;;;;;;;;68083,0;0,813;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04600395050609463;4,600395050609463;0,03723404255319149;3,723404255319149
156;156;21241;21241;DEU;Europe;Germany;2020-07-01;195893,0;475,0;431,714;8995,0;5,0;9,571;2338,073;5,669;5,153;107,359;0,06;0,114;0,98;324,0;3,867;;;;;;;;;;;68936,0;0,823;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04591792458127651;4,591792458127651;0,010526315789473684;1,0526315789473684
157;157;21242;21242;DEU;Europe;Germany;2020-07-02;196370,0;477,0;428,429;9006,0;11,0;9,429;2343,766;5,693;5,113;107,491;0,131;0,113;0,97;325,0;3,879;;;;;;;;;;;69790,0;0,833;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04586240260732291;4,586240260732291;0,023060796645702302;2,3060796645702304
158;158;21243;21243;DEU;Europe;Germany;2020-07-03;196780,0;410,0;392,0;9010,0;4,0;6,4289999999999985;2348,66;4,894;4,6789999999999985;107,539;0,048;0,077;0,97;314,0;3,748;;;;;;;;;;;70644,0;0,843;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,045787173493241184;4,578717349324118;0,00975609756097561;0,975609756097561
159;159;21244;21244;DEU;Europe;Germany;2020-07-04;197198,0;418,0;391,429;9020,0;10,0;7,4289999999999985;2353,649;4,989;4,672;107,658;0,119;0,08900000000000001;0,96;320,0;3,819;;;;;;;;;;;71498,0;0,853;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04574082901449305;4,574082901449305;0,023923444976076555;2,392344497607656
160;160;21245;21245;DEU;Europe;Germany;2020-07-05;197523,0;325,0;404,286;9023,0;3,0;7,857;2357,528;3,879;4,825;107,694;0,036000000000000004;0,094;0,96;299,0;3,569;;;;;208,907;2,4930000000000003;6261898,0;;74,73899999999998;;72351,0;0,8640000000000001;0,006;166,7;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04568075616510482;4,568075616510481;0,009230769230769232;0,9230769230769232
161;161;21246;21246;DEU;Europe;Germany;2020-07-06;198064,0;541,0;431,714;9022,0;-1,0;6,5710000000000015;2363,985;6,4570000000000025;5,153;107,682;-0,012;0,078;0,96;305,0;3,64;;;;;;;;;;;72435,0;0,865;;;tests performed;;;;;;;;;;63,43;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04555093303174732;4,555093303174732;-0,0018484288354898336;-0,18484288354898334
162;162;21247;21247;DEU;Europe;Germany;2020-07-07;198343,0;279,0;417,857;9032,0;10,0;6,0;2367,315;3,33;4,987;107,801;0,119;0,07200000000000001;0,95;292,0;3,485;;;;;;;;;;;72518,0;0,866;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04553727633443076;4,553727633443076;0,035842293906810034;3,5842293906810028
163;163;21248;21248;DEU;Europe;Germany;2020-07-08;198699,0;356,0;400,857;9046,0;14,0;7,286;2371,564;4,249;4,784;107,968;0,16699999999999998;0,087;0,95;287,0;3,425;;;;;;;;;;;72602,0;0,867;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04552614759007343;4,552614759007343;0,03932584269662921;3,9325842696629216
164;164;21249;21249;DEU;Europe;Germany;2020-07-09;199001,0;302,0;375,857;9057,0;11,0;7,286;2375,169;3,605;4,4860000000000015;108,099;0,131;0,087;0,96;272,0;3,2460000000000004;;;;;;;;;;;72685,0;0,868;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04551233410887383;4,551233410887383;0,03642384105960265;3,6423841059602653
165;165;21250;21250;DEU;Europe;Germany;2020-07-10;199332,0;331,0;364,571;9063,0;6,0;7,5710000000000015;2379,119;3,951;4,351;108,171;0,07200000000000001;0,09;0,97;276,0;3,294;;;;;;;;;;;72769,0;0,8690000000000001;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04546685931009572;4,546685931009572;0,01812688821752266;1,812688821752266
166;166;21251;21251;DEU;Europe;Germany;2020-07-11;199709,0;377,0;358,714;9070,0;7,0;7,143;2383,619;4,5;4,2810000000000015;108,255;0,084;0,085;0,98;253,0;3,02;;;;;;;;;;;72852,0;0,87;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0454160803969776;4,54160803969776;0,018567639257294436;1,8567639257294437
167;167;21252;21252;DEU;Europe;Germany;2020-07-12;199919,0;210,0;342,286;9071,0;1,0;6,857;2386,125;2,506;4,085;108,267;0,012;0,08199999999999999;0,99;254,0;3,032;;;;;221,017;2,638;6772449,0;;80,832;;72936,0;0,871;0,006;166,7;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04537337621736803;4,5373376217368016;0,0047619047619047615;0,4761904761904762
168;168;21253;21253;DEU;Europe;Germany;2020-07-13;200180,0;261,0;302,286;9074,0;3,0;7,4289999999999985;2389,241;3,115;3,608;108,302;0,036000000000000004;0,08900000000000001;1,01;263,0;3,139;;;;;;;;;;;73510,0;0,877;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04532920371665501;4,532920371665501;0,011494252873563218;1,1494252873563218
169;169;21254;21254;DEU;Europe;Germany;2020-07-14;200456,0;276,0;301,857;9078,0;4,0;6,5710000000000015;2392,535;3,294;3,603;108,35;0,048;0,078;1,04;256,0;3,055;;;;;;;;;;;74085,0;0,884;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04528674621862154;4,528674621862153;0,014492753623188406;1,4492753623188406
170;170;21255;21255;DEU;Europe;Germany;2020-07-15;200890,0;434,0;313,0;9080,0;2,0;4,857;2397,715;5,18;3,736;108,374;0,024;0,058;1,07;246,0;2,9360000000000004;;;;;;;;;;;74659,0;0,8909999999999999;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04519886505052517;4,519886505052517;0,004608294930875576;0,4608294930875576
171;171;21256;21256;DEU;Europe;Germany;2020-07-16;201450,0;560,0;349,857;9087,0;7,0;4,2860000000000005;2404,399;6,684;4,176;108,458;0,084;0,051;1,1;251,0;2,9960000000000004;;;;;;;;;;;75234,0;0,898;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04510796723752792;4,510796723752792;0,0125;1,25
172;172;21257;21257;DEU;Europe;Germany;2020-07-17;202045,0;595,0;387,571;9088,0;1,0;3,571;2411,5;7,102;4,626;108,469;0,012;0,043;1,12;246,0;2,9360000000000004;;;;;;;;;;;75808,0;0,905;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04498007869534015;4,498007869534017;0,0016806722689075633;0,16806722689075634
173;173;21258;21258;DEU;Europe;Germany;2020-07-18;202426,0;381,0;388,143;9091,0;3,0;3,0;2416,048;4,547;4,633;108,505;0,036000000000000004;0,036000000000000004;1,13;246,0;2,9360000000000004;;;;;;;;;;;76383,0;0,912;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04491023880331578;4,4910238803315785;0,007874015748031496;0,7874015748031495
174;174;21259;21259;DEU;Europe;Germany;2020-07-19;202735,0;309,0;402,286;9092,0;1,0;3,0;2419,736;3,688;4,801;108,517;0,012;0,036000000000000004;1,14;249,0;2,972;;;;;253,312;3,023;7311150,0;;87,262;;76957,0;0,919;0,006;166,7;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04484672108910647;4,4846721089106465;0,0032362459546925572;0,3236245954692557
175;175;21260;21260;DEU;Europe;Germany;2020-07-20;203325,0;590,0;449,286;9094,0;2,0;2,857;2426,778;7,0420000000000025;5,362;108,541;0,024;0,034;1,16;245,0;2,924;;;;;;;;;;;77264,0;0,922;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04472642321406615;4,4726423214066156;0,003389830508474576;0,3389830508474576
176;176;21261;21261;DEU;Europe;Germany;2020-07-21;203717,0;392,0;465,857;9099,0;5,0;3,0;2431,456;4,6789999999999985;5,56;108,601;0,06;0,036000000000000004;1,17;251,0;2,9960000000000004;;;;;;;;;;;77571,0;0,926;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,044664902781800235;4,466490278180023;0,012755102040816329;1,2755102040816328
177;177;21262;21262;DEU;Europe;Germany;2020-07-22;204276,0;559,0;483,714;9102,0;3,0;3,143;2438,128;6,6720000000000015;5,773;108,637;0,036000000000000004;0,038;1,19;248,0;2,96;;;;;;;;;;;77878,0;0,93;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04455736356693885;4,455736356693885;0,005366726296958855;0,5366726296958855
178;178;21263;21263;DEU;Europe;Germany;2020-07-23;204881,0;605,0;490,143;9110,0;8,0;3,286;2445,349;7,221;5,85;108,732;0,095;0,039;1,2;234,0;2,793;;;;;;;;;;;78185,0;0,933;;;tests performed;;;;;;;;;;55,09;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,044464835685105016;4,4464835685105015;0,013223140495867768;1,3223140495867771
